Survey ID,Age,Gender,Ethnicity,Marital Status,Education Completed,Household Size,No One,Spouse,Children,Grand Children,Parent,Grandparent,Brother/Sister,Other Relative,Friends,Other ,Religion,Full Time Employment,Part Time Employment,Student,Homemaker,Retired,Occupation,Income,Achieving Ends Meet,US Born,Duration of Residency,Primary Language,English Speaking,English Difficulties,Familiarity with America,Familiarity with Ethnic Origin,Identify Ethnically,Belonging,Present Health,Present Mental Health,Present Oral Health,Hygiene Assistance,Smoking,Drinking,Regular Exercise,Healthy Diet,Hypertension,Diabetes,Arthritis,Physical Check-up,Dentist Check-up,Urgentcare,Folkmedicine,Primary Care,Health Insurance,Dental Insurance,Unmet Health Need,Unmet Dental Needs,Transportation (Medical),Interpretation (Medical),Comunication Problem,Preferance,Language,Family,Close Friend,Acquaintances,Heal Professionals,Mobile Apps,Email,Social Networks,Online Communities,Health Website,Other,Quality of Life,Satisfied With Life
10139,53,Female,Asian Indian,Married,17,2,0,Living with spouse,0,0,0,0,0,0,0,0,Hindu,0,0,0,0,0,,"$70,000 and over",0,No,23,0,Very well,Not at all,High,High,Very close,Very much,Excellent,Excellent,Excellent,0,0,0,1,1,0,0,0,Yes,Yes,Yes,0,Yes,Yes,Yes,0,0,0,0,0,0,English,No,No,No,No,No,No,No,No,Yes,1,10,Agree
10826,24,Female,Asian Indian,Single,17,2,0,0,0,0,0,0,0,0,Living with friends/roommates,0,Hindu,Employed full time,0,0,0,0,Professional,"$60,000 - $69,999",0,No,1,1,Well,Much,High,High,Somewhat close,Very much,Very Good,Very Good,Very Good,0,0,0,1,1,0,0,0,0,0,0,0,0,Yes,Yes,0,0,0,0,0,0,English,Yes,Yes,No,Yes,No,No,No,No,No,0,8,Slightly agree
100040124,71,Male,Asian Indian,Married,16,4,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Hindu,0,0,0,0,Retired,Professional,"$10,000 - $19,999",0,No,0.5,1,Well,Not much,Low,High,Very close,Very much,Very Good,Excellent,Very Good,0,1,0,1,1,0,0,0,Yes,0,0,Yes,Yes,0,0,Yes,0,Yes,0,0,Yes,English,Yes,No,No,Yes,No,No,No,No,Yes,0,9,Strongly agree
10427,25,Female,Asian Indian,Single,17,2,0,0,0,0,0,0,0,0,Living with friends/roommates,0,Hindu,Employed full time,0,0,0,0,Professional,"$70,000 and over",0,No,1,1,Very well,Very much,High,Very high,Very close,Very much,Very Good,Very Good,Very Good,0,0,0,1,1,0,0,0,Yes,Yes,0,0,0,Yes,Yes,0,0,0,0,0,0,English,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,8,Agree
10780,47,Female,Asian Indian,Married,12,3,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Hindu,0,0,0,0,0,,"$70,000 and over",0,No,1,1,Not well,Not much,Low,Very high,Very close,Very much,Very Good,Good,Very Good,0,0,0,1,1,Yes,0,0,Yes,Yes,0,0,0,Yes,0,0,0,0,Yes,Yes,Yes,English,Yes,No,No,No,No,No,No,No,No,0,8,Agree
10834,47,Female,Asian Indian,Married,12,3,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Hindu,0,0,0,Full time homemaker,0,,"$70,000 and over",0,No,0.5,1,Not well,Much,Low,Very high,Very close,Very much,Good,Good,Fair,0,0,0,0,1,Yes,0,0,Yes,Yes,0,0,Yes,0,0,0,0,Yes,Yes,Yes,0,English,Yes,No,No,No,No,No,No,No,No,0,9,Agree
10040105,40,Male,Asian Indian,Married,12,5,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Muslim,Employed full time,0,0,0,0,Other,"$10,000 - $19,999",1,No,0.5,1,Not well,Not much,Low,Very low,Somewhat close,Somewhat,Good,Good,Good,0,0,0,1,1,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,English,Yes,No,No,No,No,No,No,No,No,0,10,Strongly agree
10687,25,Female,Asian Indian,Married,17,2,0,Living with spouse,0,0,0,0,0,0,0,0,Hindu,0,0,0,0,0,,,,No,1,0,Very well,Much,Low,High,Very close,Very much,Very Good,Very Good,Very Good,0,0,0,1,1,0,0,0,0,0,0,0,0,Yes,Yes,0,0,0,0,0,Yes,English,No,No,No,No,No,No,No,No,No,0,10,Slightly agree
10214,27,Male,Asian Indian,Single,17,2,0,0,0,0,0,0,0,0,Living with friends/roommates,0,None,Employed full time,0,0,0,0,Professional,"$70,000 and over",0,No,2,1,Very well,Not at all,Very high,Very high,Somewhat close,Very much,Excellent,Excellent,Very Good,0,0,0,1,1,0,0,0,0,0,0,0,0,Yes,Yes,0,0,0,0,0,0,English,Yes,No,No,Yes,No,No,No,Yes,Yes,0,10,Strongly agree
10768,28,Female,Asian Indian,Married,17,3,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Hindu,Employed full time,0,0,0,0,Professional,"$70,000 and over",0,No,,0,Very well,Not much,High,High,Very close,Very much,Excellent,Excellent,Excellent,0,0,0,1,1,0,0,0,Yes,Yes,0,0,0,Yes,Yes,0,0,0,0,0,0,English,No,No,No,Yes,No,No,No,No,No,0,9,Strongly disagree
10011043,28,Male,Asian Indian,Single,17,1,Living with no one,0,0,0,0,0,0,0,0,0,Protestant,Employed full time,0,0,0,0,Other,"$50,000 - $59,999",0,No,4,0,Very well,Very much,Low,Very high,Somewhat close,Very much,Very Good,Excellent,Very Good,0,0,0,0,1,0,0,0,0,0,0,0,0,Yes,0,0,Yes,0,0,0,0,English,No,Yes,Yes,No,No,No,No,No,No,0,9,Agree
20013,67,,Asian Indian,Married,6,3,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Hindu,Employed full time,0,0,0,0,Semi-skilled,"$0 - $9,999",,No,17,1,Well,Much,Very low,Low,Not very close,Not very much,Very Good,Very Good,Very Good,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gujarati,No,Yes,No,No,No,No,No,No,No,0,9,Agree
10974,61,Female,Asian Indian,Single,16,2,0,0,Living with children,0,0,0,0,0,0,0,None,0,0,0,0,0,,"$50,000 - $59,999",0,No,32,1,Well,Not much,High,Very high,Somewhat close,Somewhat,Good,Good,Good,0,0,0,0,1,0,0,Yes,Yes,0,0,Yes,0,0,0,0,0,0,0,0,0,English,Yes,No,No,No,No,No,Yes,No,Yes,0,5,Slightly disagree
11022,33,Female,Asian Indian,Married,17,4,0,Living with spouse,0,0,Living with parents,0,0,0,0,0,Hindu,Employed full time,0,0,0,0,Professional,"$70,000 and over",0,No,5,1,Well,Much,Very low,High,Very close,Very much,Very Good,Very Good,Very Good,0,0,0,0,0,0,0,0,Yes,Yes,0,Yes,Yes,Yes,Yes,0,0,0,0,0,Yes,English,Yes,Yes,No,Yes,No,No,No,No,Yes,0,6,Disagree
10207,30,Male,Asian Indian,Married,17,2,0,Living with spouse,0,0,0,0,0,0,0,0,Hindu,Employed full time,0,0,0,0,Professional,"$70,000 and over",0,No,4,1,Very well,Very much,Low,High,Very close,Not very much,Very Good,Good,Excellent,0,0,0,0,1,0,0,0,Yes,Yes,0,0,Yes,Yes,Yes,0,0,0,0,0,0,English,Yes,No,No,Yes,No,No,Yes,Yes,Yes,0,8,Agree
10728,25,Female,Asian Indian,Single,17,2,0,0,0,0,0,0,Living with brothers/sisters,0,0,0,Hindu,Employed full time,0,0,0,0,Other,"$70,000 and over",0,No,3,1,Very well,Very much,Low,High,Very close,Very much,Very Good,Excellent,Very Good,0,0,0,0,1,0,0,0,Yes,0,0,0,0,Yes,Yes,0,0,Yes,0,0,Yes,English,Yes,Yes,No,No,No,No,No,No,Yes,0,8,Slightly agree
10759,28,Female,Asian Indian,Married,17,2,0,Living with spouse,0,0,0,0,0,0,0,0,Hindu,Employed full time,0,0,0,0,Other,"$70,000 and over",0,No,2,1,Very well,Very much,High,High,Somewhat close,,Very Good,Very Good,Very Good,0,0,0,1,1,0,0,0,Yes,0,0,0,Yes,Yes,Yes,0,0,0,0,0,0,English,No,No,No,No,No,No,Yes,No,No,0,8,Agree
10785,29,Male,Asian Indian,Single,17,3,0,0,0,0,0,0,0,0,Living with friends/roommates,0,Hindu,0,0,Student,0,0,Professional,"$0 - $9,999",0,No,1,1,Well,Not at all,High,Very high,Very close,Somewhat,Excellent,Excellent,Excellent,0,0,0,1,1,0,0,0,0,0,0,0,Yes,Yes,0,0,0,0,0,0,0,English,No,Yes,Yes,No,No,No,No,No,Yes,0,8,Agree
11034,26,Male,Asian Indian,Married,17,1,Living with no one,0,0,0,0,0,0,0,0,0,Hindu,Employed full time,0,0,0,0,Professional,"$70,000 and over",0,No,6,0,Very well,Very much,High,Very high,Somewhat close,Somewhat,Very Good,Very Good,Good,0,0,0,0,1,0,0,0,0,0,Yes,0,0,Yes,Yes,0,0,0,0,0,0,English,No,No,No,No,No,No,No,No,No,0,6,Slightly agree
10402,24,Female,Asian Indian,Married,17,2,0,Living with spouse,0,0,0,0,0,0,0,0,Hindu,0,0,Student,0,0,"Manager, executive, or official","$70,000 and over",1,No,1,1,Well,Much,High,Low,Not very close,Not very much,Excellent,Very Good,Good,0,0,0,0,1,0,0,0,0,Yes,0,0,0,Yes,Yes,0,0,Yes,0,Yes,0,English,No,No,No,No,No,No,No,No,Yes,0,10,Agree
10691,22,Female,Asian Indian,Living with a partner,17,4,0,0,0,0,0,0,0,0,Living with friends/roommates,0,Hindu,0,0,Student,0,0,,"$30,000 - $39,999",1,No,1,1,Well,Much,High,High,Very close,Very much,Good,Poor,Good,0,0,0,0,1,0,0,0,0,0,0,0,0,Yes,0,Yes,0,Yes,0,0,0,English,Yes,Yes,No,No,No,No,No,No,No,0,8,Disagree
10898,32,Male,Asian Indian,Married,17,2,0,Living with spouse,0,0,0,0,0,0,0,0,Protestant,Employed full time,0,0,0,0,Business owner,"$70,000 and over",0,No,10,1,Very well,Not at all,Very high,Very high,Very close,Very much,Excellent,Excellent,Excellent,0,0,0,1,1,0,0,0,Yes,Yes,0,Yes,0,Yes,Yes,Yes,Yes,0,0,0,0,English,Yes,No,No,No,No,No,No,No,No,0,9,Agree
1103500000,27,Female,Asian Indian,Married,17,1,Living with no one,0,0,0,0,0,0,0,0,0,Hindu,Employed full time,0,0,0,0,"Manager, executive, or official","$70,000 and over",0,No,6,0,Very well,Very much,Low,High,Somewhat close,Somewhat,Very Good,Very Good,Good,0,0,0,0,1,0,0,0,Yes,0,0,0,0,Yes,Yes,0,0,0,0,0,0,English,No,No,No,No,No,No,No,No,No,1,7,Slightly disagree
10243,35,Male,Asian Indian,Married,16,3,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Hindu,Employed full time,0,0,0,0,Professional,"$50,000 - $59,999",0,No,6,1,Well,Not at all,High,Very high,Somewhat close,Somewhat,Good,Good,Good,0,0,0,0,1,0,0,0,Yes,0,0,0,Yes,Yes,Yes,0,,0,0,0,0,English,No,Yes,No,No,No,No,No,No,No,0,8,Agree
10248,26,Female,Asian Indian,Married,17,3,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Hindu,0,0,0,Full time homemaker,0,,,0,No,6,1,Well,Not much,High,High,Somewhat close,Somewhat,Good,Good,Good,0,0,0,0,0,0,0,0,Yes,Yes,0,0,Yes,Yes,Yes,0,0,0,0,0,0,English,No,Yes,No,No,No,No,No,No,Yes,0,8,Agree
10652,24,Female,Asian Indian,Single,17,2,0,0,0,0,0,0,0,0,Living with friends/roommates,0,Hindu,Employed full time,0,0,0,0,Professional,"$70,000 and over",1,No,3,1,Well,Not at all,High,Very high,Somewhat close,Very much,Very Good,Very Good,Very Good,0,0,0,1,1,0,0,0,0,0,0,0,0,Yes,Yes,0,0,0,0,0,0,English,No,No,No,Yes,No,No,No,No,Yes,0,9,Agree
10655,26,Female,Asian Indian,Married,17,2,0,Living with spouse,0,0,0,0,0,0,0,0,Buddhist,0,0,0,Full time homemaker,0,,"$60,000 - $69,999",0,No,,1,Very well,Not much,Low,High,Somewhat close,,Excellent,Excellent,Excellent,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,Yes,English,Yes,No,No,No,No,No,No,No,Yes,0,7,Agree
10693,22,Female,Asian Indian,Single,17,4,0,0,0,0,0,0,0,0,Living with friends/roommates,0,Hindu,0,0,Student,0,0,,"$30,000 - $39,999",0,No,1,1,Well,Not at all,Low,High,Not very close,Not very much,Good,Very Good,Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,0,0,0,English,Yes,Yes,No,No,Yes,No,No,No,Yes,0,8,Neither agree or disagree
30052,50,Female,Asian Indian,Living with a partner,16,3,0,Living with spouse,0,0,0,0,0,0,0,0,Hindu,0,0,0,Full time homemaker,0,,"$20,000 - $29,999",0,No,2,0,Well,,High,High,Very close,Very much,Very Good,Good,Very Good,0,0,0,1,1,0,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,0,0,Yes,0,0,0,Yes,Hindi,Yes,Yes,No,Yes,No,No,No,No,No,0,5,Slightly agree
10772,35,Female,Asian Indian,Married,15,3,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Hindu,0,Employed part time,0,0,0,"Manager, executive, or official","$30,000 - $39,999",1,No,1,1,Very well,Not at all,Low,High,Very close,Very much,Excellent,Very Good,Very Good,0,0,0,1,1,0,0,0,0,0,0,0,0,Yes,Yes,0,0,Yes,0,0,0,English,No,No,No,No,No,No,No,No,Yes,0,8,Agree
10774,35,Male,Asian Indian,Married,17,1,Living with no one,0,0,0,0,0,0,0,0,0,Hindu,Employed full time,0,0,0,0,Other,"$70,000 and over",0,No,1,1,Well,Not much,Low,High,Not very close,,Good,Good,Good,0,0,0,1,0,0,0,0,Yes,Yes,0,0,0,Yes,Yes,0,0,0,0,0,Yes,English,No,Yes,No,No,No,No,No,Yes,No,0,7,Slightly disagree
10803,28,Male,Asian Indian,Married,17,2,0,Living with spouse,0,0,0,0,0,0,0,0,Hindu,Employed full time,0,0,0,0,Other,"$70,000 and over",0,No,7,1,Well,Very much,Low,Very high,Very close,Not very much,Very Good,Very Good,Good,0,0,0,0,0,0,0,0,0,Yes,0,0,0,Yes,0,0,0,0,0,0,0,English,No,No,No,Yes,No,No,No,No,No,0,6,Neither agree or disagree
10844,31,Male,Asian Indian,Married,17,2,0,Living with spouse,0,0,0,0,0,0,0,0,Hindu,Employed full time,0,0,0,0,Professional,"$60,000 - $69,999",0,No,1,1,Very well,Much,High,High,Somewhat close,Somewhat,Good,Good,Good,0,0,0,0,1,0,Yes,0,Yes,0,0,0,Yes,Yes,Yes,0,0,0,0,0,0,English,No,No,No,Yes,No,No,No,Yes,No,0,9,Agree
11051,30,Male,Asian Indian,Single,16,2,0,0,0,0,0,0,0,0,Living with friends/roommates,0,None,Employed full time,0,0,0,0,Other,"$60,000 - $69,999",0,No,1,1,Well,Very much,High,High,Somewhat close,Very much,Very Good,Very Good,Very Good,0,0,0,1,1,0,0,0,0,0,0,0,0,Yes,0,0,0,0,0,0,Yes,English,Yes,Yes,No,No,No,Yes,Yes,Yes,No,0,7,Agree
10409,36,Female,Asian Indian,Married,17,4,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Hindu,0,0,0,Full time homemaker,0,,"$70,000 and over",0,No,1,1,Very well,Not at all,High,High,Somewhat close,Somewhat,Good,Good,Good,0,0,0,0,1,0,0,0,Yes,Yes,0,0,Yes,Yes,Yes,0,0,Yes,0,0,0,English,Yes,No,No,Yes,No,No,No,No,No,0,6,Neither agree or disagree
10425,24,Female,Asian Indian,Single,17,2,0,0,0,0,0,0,0,0,Living with friends/roommates,0,Hindu,Employed full time,0,0,0,0,Professional,"$70,000 and over",0,No,1,0,Very well,Very much,High,Very high,Very close,Very much,Excellent,Excellent,Excellent,0,0,0,1,1,0,0,0,Yes,,,,Yes,Yes,Yes,0,0,0,0,0,0,English,No,No,No,Yes,No,No,Yes,Yes,No,0,10,Agree
10527,38,Male,Asian Indian,Married,17,3,0,0,0,0,0,0,0,0,0,0,Hindu,Employed full time,0,0,0,0,"Manager, executive, or official","$70,000 and over",0,No,2,0,Very well,Very much,High,Very high,Somewhat close,Somewhat,Very Good,Very Good,Very Good,0,0,0,1,1,0,0,0,0,0,0,0,0,Yes,Yes,0,0,0,0,0,0,English,No,No,No,No,No,Yes,No,No,Yes,0,8,Agree
10537,26,Female,Asian Indian,Married,17,3,0,Living with spouse,0,0,0,0,0,0,0,0,Hindu,0,0,0,0,0,Professional,"$70,000 and over",0,No,3,1,Well,Much,Very high,Very high,Very close,Somewhat,Good,Fair,Fair,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,English,Yes,Yes,No,Yes,No,No,Yes,Yes,No,0,8,Agree
10543,40,Male,Asian Indian,Married,17,4,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Hindu,Employed full time,0,0,0,0,Professional,"$70,000 and over",0,No,1,1,Very well,Not at all,High,High,Somewhat close,Somewhat,Very Good,Very Good,Very Good,0,0,0,1,1,0,0,0,Yes,Yes,0,0,Yes,Yes,Yes,0,0,0,0,0,0,English,Yes,No,No,Yes,No,No,No,Yes,Yes,0,8,Slightly agree
10660,28,Female,Asian Indian,Married,17,2,0,Living with spouse,0,0,0,0,0,0,0,0,Hindu,0,0,0,0,0,,"$70,000 and over",0,No,1,1,Very well,Not at all,Low,Low,Not very close,Somewhat,Good,Good,Good,0,0,0,1,1,0,0,0,0,Yes,0,0,Yes,Yes,Yes,0,0,0,0,0,Yes,English,No,No,Yes,Yes,No,No,Yes,No,No,1,7,Slightly disagree
10679,27,Male,Asian Indian,Married,17,2,0,Living with spouse,0,0,0,0,0,0,0,0,Hindu,Employed full time,0,0,0,0,Professional,"$50,000 - $59,999",1,No,1,0,Well,Very much,High,,Somewhat close,,Very Good,Very Good,Very Good,0,0,0,1,1,0,0,0,0,0,0,0,0,Yes,Yes,0,0,0,0,0,0,English,No,No,No,No,No,No,No,Yes,No,0,7,Slightly agree
10779,25,Male,Asian Indian,Single,17,1,0,0,0,0,0,0,0,0,0,,Hindu,Employed full time,0,0,0,0,Other,"$70,000 and over",0,No,2,1,Well,Not much,Low,Very high,Very close,Very much,Very Good,Very Good,Very Good,0,0,0,1,0,0,0,0,Yes,Yes,0,0,0,Yes,Yes,0,0,0,0,0,Yes,English,No,Yes,No,Yes,No,No,Yes,No,No,0,8,Agree
10783,24,Male,Asian Indian,Single,17,4,Living with no one,0,0,0,0,0,0,0,0,0,Hindu,0,0,Student,0,0,Other,"$10,000 - $19,999",1,No,2,0,Not well,Not much,Low,Low,Not very close,Not very much,Excellent,Good,Very Good,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,0,0,0,0,0,0,0,English,,,,,,,,,,,8,Strongly disagree
10787,26,Male,Asian Indian,Single,17,2,0,0,0,0,0,0,0,0,Living with friends/roommates,0,Hindu,0,0,Student,0,0,,"$10,000 - $19,999",1,No,2,1,Well,Much,High,High,Very close,Very much,Very Good,Very Good,Good,0,0,0,1,1,0,0,0,0,0,0,0,0,Yes,0,0,Yes,0,0,0,0,English,Yes,Yes,No,Yes,No,No,No,No,Yes,0,9,Strongly disagree
10538,31,Male,Asian Indian,Married,17,3,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Hindu,0,0,0,0,0,Professional,"$70,000 and over",1,No,9,1,Very well,Very much,Very high,High,Somewhat close,Somewhat,Very Good,Very Good,Good,0,0,1,0,0,Yes,0,Yes,0,0,Yes,0,0,0,0,Yes,Yes,Yes,0,0,0,English,No,No,No,No,No,No,No,No,No,0,6,Agree
10811,37,Male,Asian Indian,Married,17,4,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Hindu,Employed full time,0,0,0,0,"Manager, executive, or official","$70,000 and over",0,No,1,1,Well,Very much,Low,High,Somewhat close,Somewhat,Fair,Fair,Good,0,1,0,0,1,0,Yes,0,0,0,0,0,0,Yes,Yes,0,0,0,0,0,0,English,No,No,No,No,No,No,No,No,Yes,0,7,Slightly agree
10813,24,Male,Asian Indian,Single,17,4,0,0,0,0,0,0,0,0,Living with friends/roommates,0,Hindu,0,0,Student,0,0,,"$10,000 - $19,999",0,No,2,1,Very well,Very much,Low,Very high,Somewhat close,Somewhat,Very Good,Good,Fair,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,0,0,Yes,English,No,No,No,No,No,No,No,No,Yes,0,8,Agree
10829,24,Male,Asian Indian,Single,16,3,0,0,0,0,0,0,0,0,Living with friends/roommates,0,Hindu,Employed full time,0,Student,0,0,Other,"$70,000 and over",0,No,1,1,Very well,Much,High,High,Somewhat close,Very much,Excellent,Excellent,Very Good,0,0,0,1,1,0,0,0,Yes,0,0,0,0,Yes,Yes,0,0,Yes,0,0,0,English,Yes,Yes,No,No,No,No,No,No,Yes,0,9,Agree
10845,32,Male,Asian Indian,Married,17,3,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Hindu,Employed full time,0,0,0,0,Other,,,No,5,1,Well,Much,High,High,Very close,Somewhat,Good,Good,Good,0,0,0,1,1,0,0,0,Yes,Yes,Yes,0,Yes,Yes,Yes,0,0,0,0,0,0,English,No,No,No,No,No,No,No,No,No,0,7,
10861,29,Male,Asian Indian,Married,17,2,0,Living with spouse,0,0,0,0,0,0,0,0,Hindu,0,Employed part time,0,0,0,Other,"$30,000 - $39,999",0,No,1,1,Very well,Very much,High,High,Somewhat close,Somewhat,Very Good,Very Good,Very Good,0,0,0,1,1,0,0,0,0,0,0,0,0,Yes,0,0,0,0,0,0,0,English,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,0,9,Agree
10889,35,Male,Asian Indian,Married,17,4,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Hindu,Employed full time,0,0,0,0,"Manager, executive, or official","$70,000 and over",0,No,2,0,Very well,Very much,High,High,Somewhat close,Somewhat,Excellent,Excellent,Excellent,0,0,0,0,1,0,0,0,0,0,0,0,0,Yes,Yes,0,0,Yes,0,0,Yes,English,No,Yes,No,No,No,No,Yes,No,Yes,0,9,Slightly agree
10893,50,Female,Asian Indian,Married,16,3,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Hindu,Employed full time,0,0,0,0,Professional,"$50,000 - $59,999",,No,18,1,Very well,,Very high,High,Somewhat close,,Good,Good,Good,0,0,0,1,1,0,Yes,0,Yes,0,0,,Yes,Yes,Yes,Yes,,0,0,Yes,,English,No,No,No,Yes,No,No,No,No,Yes,0,8,Agree
10923,25,Female,Asian Indian,Married,16,3,0,Living with spouse,0,0,0,0,0,0,0,0,Hindu,0,0,0,Full time homemaker,0,,,,No,1,1,Well,Much,Low,Low,Somewhat close,Somewhat,Good,Good,Very Good,1,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Yes,0,0,0,0,0,0,English,Yes,No,No,No,No,No,No,No,No,0,6,Slightly agree
10929,36,Male,Asian Indian,Married,17,4,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Hindu,Employed full time,0,0,0,0,"Manager, executive, or official","$70,000 and over",0,No,2,0,Very well,Very much,Very high,Very high,,Somewhat,Excellent,Excellent,Very Good,1,0,0,1,1,0,0,0,Yes,0,0,0,0,Yes,Yes,0,0,0,0,0,0,English,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,0,8,Agree
11038,30,Female,Asian Indian,Married,17,2,0,Living with spouse,0,0,0,0,0,0,0,0,Hindu,Employed full time,0,0,0,0,Professional,"$70,000 and over",0,No,5,1,Very well,Very much,High,Very high,Very close,Somewhat,Very Good,Very Good,Very Good,0,0,0,0,1,0,0,0,Yes,0,0,0,Yes,Yes,Yes,0,0,0,0,0,0,English,Yes,No,No,Yes,No,No,No,No,Yes,0,9,Slightly agree
10011066,27,Female,Asian Indian,Married,17,2,0,Living with spouse,0,0,0,0,0,0,0,0,Hindu,0,0,0,0,0,,"$70,000 and over",0,No,1,1,Very well,Not much,High,High,Very close,Very much,Very Good,Very Good,Very Good,0,0,0,1,1,0,0,0,Yes,Yes,0,0,0,Yes,Yes,0,0,Yes,0,0,0,English,No,No,No,No,No,No,No,Yes,No,0,8,Agree
10548,28,Female,Asian Indian,Married,17,2,0,Living with spouse,0,0,0,0,0,0,0,0,Hindu,Employed full time,0,0,0,0,"Manager, executive, or official","$40,000 - $49,999",0,No,4,1,,Not at all,High,Very high,,Very much,Excellent,Excellent,Excellent,0,0,0,1,1,0,0,0,Yes,0,0,0,0,Yes,Yes,0,0,0,0,0,Yes,English,Yes,Yes,No,No,No,No,No,No,No,0,7,Slightly agree
10370,31,Male,Asian Indian,Married,16,2,0,0,0,0,0,0,0,0,Living with friends/roommates,0,Hindu,Employed full time,0,0,0,0,Other,"$70,000 and over",0,No,3,1,Well,Very much,Low,High,Somewhat close,Very much,Very Good,Very Good,Good,0,0,0,1,1,0,0,0,0,Yes,0,0,0,Yes,Yes,0,0,0,0,0,Yes,English,Yes,Yes,No,No,Yes,No,No,No,Yes,0,8,Agree
10468,28,Male,Asian Indian,Single,17,3,0,0,0,0,0,0,Living with brothers/sisters,,0,0,Hindu,0,0,0,0,0,Other,"$70,000 and over",0,No,1,0,Very well,Very much,High,High,Somewhat close,Not very much,Excellent,Excellent,Very Good,0,0,0,1,1,0,0,0,0,Yes,0,0,0,Yes,Yes,0,0,0,0,0,0,English,No,No,No,No,No,No,No,No,Yes,0,7,Agree
10501,21,Female,Asian Indian,Single,17,1,Living with no one,0,0,0,0,0,0,0,0,0,Other,0,0,Student,0,0,,"$0 - $9,999",1,No,1,0,Very well,Not at all,Very high,Very high,Very close,Very much,Excellent,Excellent,Excellent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,English,No,No,No,No,No,No,No,No,No,1,8,Strongly agree
10532,27,Male,Asian Indian,Single,17,2,0,0,0,0,0,0,0,0,Living with friends/roommates,0,Other,Employed full time,0,0,0,0,Other,"$70,000 and over",0,No,3,1,Very well,Not at all,Low,Low,Somewhat close,Somewhat,Fair,Good,Fair,0,0,0,1,1,0,0,0,Yes,Yes,Yes,0,Yes,Yes,Yes,0,0,0,0,0,0,English,Yes,Yes,No,No,No,No,No,No,No,0,7,Slightly agree
10608,27,Female,Asian Indian,Married,17,2,0,Living with spouse,0,0,0,0,0,0,0,0,Hindu,0,0,0,Full time homemaker,0,,,,No,1,1,Well,Very much,High,High,Somewhat close,Somewhat,Good,Fair,Fair,0,0,0,1,1,0,0,0,Yes,0,0,0,Yes,Yes,Yes,0,0,Yes,0,0,Yes,English,No,Yes,No,No,No,No,No,No,No,0,8,Slightly agree
10716,40,Male,Asian Indian,Married,17,4,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Hindu,Employed full time,0,0,0,0,Professional,"$60,000 - $69,999",0,No,8,1,Well,Very much,Low,High,Very close,Very much,Good,Good,Good,0,0,0,1,1,0,0,0,Yes,Yes,0,0,Yes,Yes,Yes,0,0,0,0,0,0,English,No,No,No,No,No,No,No,No,Yes,0,8,Agree
10796,26,Female,Asian Indian,Married,17,2,0,Living with spouse,0,0,0,0,0,0,0,0,Hindu,0,0,0,0,0,,,,No,1,1,Well,Not much,High,High,Somewhat close,Somewhat,Very Good,Very Good,Good,0,0,0,0,1,0,0,0,Yes,Yes,Yes,0,0,Yes,Yes,0,0,0,0,Yes,0,English,No,No,No,No,No,No,No,Yes,No,0,7,Slightly agree
10897,54,Female,Asian Indian,Married,17,2,0,Living with spouse,Living with children,0,0,0,0,0,0,0,Hindu,0,0,0,0,Retired,,"$50,000 - $59,999",0,No,1,0,Not well,Much,High,High,Somewhat close,Somewhat,Good,Good,Good,1,0,0,1,1,0,0,0,Yes,0,0,0,Yes,Yes,Yes,0,0,Yes,0,0,0,English,Yes,Yes,Yes,No,No,No,No,No,No,0,8,Agree
